"","TOC","BD_fine","depth"
"7984",0.216,1.61,70
"7985",0.633,1.41,70
"7986",0.566,1.64,50
"7987",0.576,1.6,70
"7988",1.723,1.45,30
"7989",0.185,1.68,70
"7990",1.632,1.45,10
"7991",0.621,1.38,70
"7992",1.26,1.47,30
"7993",0.901,1.44,30
"7994",0.389,1.47,50
"7995",2.506,1.34,30
"7996",0.218,1.57,100
"7997",0.763,1.46,30
"7998",1.384,1.06,10
"7999",3.147,1.22,30
"8000",1.486,1.41,30
"8001",0.864,1.52,30
"8002",0.116,1.7,100
"8003",0.737,1.34,80
"8004",1.238,1.07,100
"8005",0.281,1.68,50
"8006",0.069,1.8,70
"8007",0.122,1.68,62
"8008",0.145,1.62,100
"8009",0.244,1.55,85
"8010",1.171,1.29,10
"8011",0.222,1.68,70
"8012",1.129,1.5,23
"8013",1.517,1.33,10
"8014",1.742,1.21,10
"8015",0.689,1.45,50
"8016",0.161,1.62,100
"8017",1.174,1.53,30
"8018",0.231,1.62,100
"8019",1.292,1.48,20
"8020",0.169,1.62,100
"8021",1.115,1.56,30
"8022",0.998,1.38,30
"8023",0.08,1.85,100
"8024",0.037,1.51,100
"8025",1.299,1.49,30
"8026",1.335,1.29,19
"8027",1.009,1.56,30
"8028",0.364,1.56,100
"8029",0.202,1.62,70
"8030",1.682,1.36,10
"8031",0.149,1.71,100
"8032",1.122,1.56,21
"8033",2.845,1.22,30
"8034",0.679,1.49,92
"8035",0.893,1.48,30
"8036",0.309,1.37,70
"8037",0.479,1.51,50
"8038",0.263,1.67,50
"8039",1.379,1.45,38
"8040",1.055,1.36,70
"8041",1.52,1.47,30
"8042",1.339,1.31,10
"8043",0.12,1.42,70
"8044",6.333,0.83,10
"8045",0.088,1.53,50
"8046",0.839,1.54,30
"8047",0.826,1.67,30
"8048",3.963,0.94,18
"8049",0.083,1.77,100
"8050",0.12,1.7,70
"8051",0.78,1.69,70
"8052",3.718,0.96,10
"8053",0.323,1.64,50
"8054",0.319,1.66,50
"8055",1.279,1.32,10
"8056",0.962,1.58,10
"8057",0.391,1.59,70
"8058",1.943,1.12,30
"8059",1.682,1.34,10
"8060",1.387,1.42,10
"8061",5.004,0.84,10
"8062",0.135,1.7,100
"8063",0.698,1.55,30
"8064",0.194,1.66,70
"8065",1.623,1.07,10
"8066",1.334,1.27,10
"8067",0.275,1.55,70
"8068",2.48,1.39,30
"8069",1.175,1.62,30
"8070",0.239,1.48,100
"8071",0.229,1.61,50
"8072",0.107,1.46,50
"8073",1.793,1.23,17
"8074",2.767,1.32,30
"8075",1.59,1.41,10
"8076",7.17,0.86,10
"8077",1.233,1.52,30
"8078",0.064,1.63,70
"8079",0.099,1.68,100
"8080",0.729,1.71,30
"8081",0.642,1.53,30
"8082",0.123,1.71,90
"8083",1.895,0.86,10
"8084",1.008,1.25,10
"8085",5.382,1.05,10
"8086",0.131,1.64,100
"8087",0.903,1.57,38
"8088",1.227,1.2,10
"8089",0.988,1.47,50
"8090",1.26,1.47,30
"8091",0.11,1.58,95
"8092",1.594,1.39,10
"8093",3.895,1.03,20
"8094",1.633,1.37,10
"8095",1.02,1.62,30
"8096",1.36,1.34,30
"8097",0.249,1.71,100
"8098",0.211,1.47,90
"8099",0.509,1.62,50
"8100",0.094,1.7,100
"8101",1.051,1.79,30
"8102",0.312,1.58,70
"8103",3.57,0.99,30
"8104",1.798,1.27,10
"8105",0.223,1.59,40
"8106",2.089,1.29,30
"8107",1.931,1.21,20
"8108",1.678,1.33,30
"8109",0.268,1.65,50
"8110",0.706,1.34,10
"8111",1.135,1.53,30
"8112",1.155,1.65,30
"8113",1.832,1.28,10
"8114",5.527,0.97,10
"8115",0.163,1.65,100
"8116",4.143,1.27,30
"8117",1.32,1.31,10
"8118",0.745,1.47,50
"8119",0.049,1.89,80
"8120",0.043,1.64,100
"8121",1.443,1.16,10
"8122",0.256,1.56,50
"8123",0.548,1.52,70
"8124",1.263,1.3,30
"8125",0.16,1.54,80
"8126",1.67,1.31,10
"8127",4.371,0.94,50
"8128",0.608,1.57,30
"8129",0.235,1.68,50
"8130",1.132,1.43,30
"8131",0.46,1.59,50
"8132",0.263,1.72,50
"8133",1.141,1.52,30
"8134",1.154,1.31,70
"8135",1.431,1.44,50
"8136",1.438,1.34,20
"8137",1.058,1.36,10
"8138",0.145,1.58,100
"8139",0.225,1.6,50
"8140",1.196,1.48,30
"8141",0.21,1.65,50
"8142",3.687,1.27,20
"8143",1.527,1.35,10
"8144",3.011,1.13,30
"8145",3.562,1.12,15
"8146",1.119,1.52,30
"8147",0.34,1.71,70
"8148",1.031,1.48,30
"8149",0.637,1.46,50
"8150",0.138,1.53,100
"8151",0.13,1.72,100
"8152",2.966,1.41,50
"8153",0.69,1.46,50
"8154",0.243,1.6,50
"8155",1.332,1.32,10
"8156",1.266,1.39,10
"8157",0.814,1.41,50
"8158",0.114,1.73,70
"8159",0.13,1.63,70
"8160",0.688,1.33,50
"8161",0.396,1.7,40
"8162",0.702,1.7,30
"8163",0.073,1.6,100
"8164",0.976,1.5,30
"8165",0.993,1.43,100
"8166",1.386,1.44,30
"8167",1.101,1.41,30
"8168",0.23,1.66,50
"8169",0.586,1.56,30
"8170",0.403,1.62,60
"8171",1.847,1.27,30
"8172",0.34,1.53,50
"8173",1.42,1.28,10
"8174",0.111,1.65,70
"8175",1.195,1.39,10
"8176",0.582,1.45,50
"8177",0.951,1.26,10
"8178",2.091,1.3,30
"8179",0.557,1.59,70
"8180",0.579,1.44,50
"8181",0.234,1.52,100
"8182",1.236,1.32,30
"8183",0.606,1.41,50
"8184",2.011,1.32,10
"8185",0.234,1.68,100
"8186",0.553,1.45,50
"8187",0.204,1.65,70
"8188",1.579,1.11,10
"8189",0.196,1.56,60
"8190",0.492,1.47,50
"8191",1.776,1.43,10
"8192",0.946,1.4,10
"8193",1.27,1.31,30
"8194",0.651,1.67,30
"8195",0.084,1.65,90
"8196",0.135,1.64,100
"8197",0.714,1.64,30
"8198",0.161,1.64,70
"8199",1.695,1.16,10
"8200",0.384,1.48,50
"8201",0.77,1.41,10
"8202",0.915,1.48,70
"8203",1.689,1.26,10
"8204",0.395,1.56,100
"8205",0.19,1.62,100
"8206",2.219,1.58,10
"8207",0.205,1.63,70
"8208",0.119,1.85,100
"8209",0.182,1.52,70
"8210",0.038,1.46,70
"8211",0.613,1.59,50
"8212",0.08,1.81,60
"8213",0.524,1.47,70
"8214",1.489,1.43,30
"8215",0.427,1.48,70
"8216",1.159,1.47,10
"8217",0.127,1.56,100
"8218",1.694,1.36,30
"8219",0.093,1.71,100
"8220",1.413,0.85,100
"8221",0.357,1.59,70
"8222",1.252,1.32,30
"8223",1.477,1.22,10
"8224",0.096,1.76,50
"8225",0.581,1.53,30
"8226",0.591,1.58,50
"8227",1.223,1.26,30
"8228",2.361,1.06,30
"8229",1.424,1.45,20
"8230",0.633,1.41,100
"8231",1.06,1.34,10
"8232",1.617,1.44,10
"8233",0.973,1.45,30
"8234",3.103,1.01,20
"8235",0.98,1.68,10
"8236",0.386,1.62,50
"8237",1.107,1.37,10
"8238",0.143,1.78,100
"8239",1.146,1.18,10
"8240",4.028,1.29,30
"8241",1.05,1.52,30
"8242",1.432,1.3,20
"8243",0.127,1.73,50
"8244",0.868,1.48,30
"8245",0.164,1.58,70
"8246",0.267,1.66,50
"8247",4.062,1.03,10
"8248",0.815,1.68,30
"8249",0.401,1.53,70
"8250",0.698,1.45,10
"8251",0.086,1.77,100
"8252",1.157,1.27,10
"8253",0.836,1.52,60
"8254",1.841,1.33,10
"8255",0.46,1.35,70
"8256",1.9,1.45,30
"8257",4.988,1.12,30
"8258",0.392,1.49,70
"8259",3.658,1.14,10
"8260",0.212,1.5,80
"8261",0.067,1.62,100
"8262",0.579,1.4,70
"8263",0.952,1.42,30
"8264",0.034,1.49,70
"8265",0.111,1.67,100
"8266",0.836,1.67,30
"8267",0.728,1.59,10
"8268",1.271,1.6,30
"8269",0.158,1.56,70
"8270",1.716,1.42,10
"8271",0.668,1.44,30
"8272",0.518,1.7,50
"8273",1.651,1.64,30
"8274",1.965,1.18,10
"8275",0.329,1.53,70
"8276",0.951,1.59,30
"8277",0.135,1.76,100
"8278",2.137,0.89,10
"8279",1.391,1.4,10
"8280",2.549,1.41,30
"8281",0.438,1.59,50
"8282",0.43,1.58,50
"8283",0.413,1.44,30
"8284",0.369,1.56,50
"8285",1.652,1.39,30
"8286",6.771,1.01,30
"8287",1.535,1.11,10
"8288",0.855,1.48,50
"8289",1.876,1.16,30
"8290",1.348,1.46,30
"8291",0.16,1.56,100
"8292",1.27,1.31,10
"8293",0.546,1.64,50
"8294",0.359,1.34,70
"8295",0.166,1.49,100
"8296",0.152,1.41,70
"8297",0.922,1.38,50
"8298",0.491,1.48,70
"8299",0.217,1.45,70
"8300",3.096,1.1,10
"8301",0.053,1.5,90
"8302",1.055,1.16,10
"8303",1.026,1.53,30
"8304",2.939,1.16,30
"8305",1.776,1.5,30
"8306",1.802,1.36,10
"8307",1.607,1.42,10
"8308",0.145,1.58,50
"8309",1.221,1.6,10
"8310",1.643,1.16,20
"8311",1.569,1.48,18
"8312",0.085,1.86,50
"8313",1,1.54,40
"8314",0.849,1.51,37
"8315",3.086,1.08,23
"8316",1.263,1.32,10
"8317",0.185,1.57,70
"8318",0.164,1.68,50
"8319",0.097,1.59,100
"8320",1.433,1.16,10
"8321",1.773,1.34,10
"8322",0.97,1.49,30
"8323",1.487,1.54,20
"8324",0.707,1.46,70
"8325",0.244,1.5,30
"8326",1.063,1.37,10
"8327",0.452,1.59,38
"8328",1.161,1.54,30
"8329",1.06,1.36,10
"8330",0.079,1.73,43
"8331",0.134,1.59,70
"8332",1.006,1.65,30
"8333",1.171,1.29,10
"8334",0.799,1.61,30
"8335",3.244,1.09,10
"8336",1.426,1.47,10
"8337",0.035,1.49,100
"8338",2.758,1.43,10
"8339",1.154,1.37,10
"8340",0.232,1.66,50
"8341",6.524,0.77,10
"8342",1.97,1.44,30
"8343",1.459,1.49,30
"8344",1.302,1.42,10
"8345",0.145,1.73,70
"8346",1.027,1.53,30
"8347",1.328,1.4,10
"8348",0.107,1.78,100
"8349",0.104,1.56,100
"8350",0.17,1.69,70
"8351",0.208,1.59,100
"8352",1.898,1.24,10
"8353",0.127,1.7,100
"8354",0.556,1.51,50
"8355",1.656,1.35,10
"8356",1.027,1.37,10
"8357",1.486,1.52,10
"8358",1.043,1.3,60
"8359",0.488,1.46,70
"8360",1.39,1.38,30
"8361",1.317,1.43,10
"8362",1.177,1.24,30
"8363",0.811,1.52,50
"8364",1.249,1.55,10
"8365",0.504,1.21,70
"8366",8.016,0.81,10
"8367",0.272,1.69,50
"8368",1.251,1.46,30
"8369",0.196,1.64,100
"8370",0.864,1.46,30
"8371",1.303,1.48,30
"8372",1.405,1.46,30
"8373",0.116,1.68,100
"8374",0.532,1.56,100
"8375",1.188,1.05,85
"8376",0.073,1.71,100
"8377",0.269,1.52,50
"8378",2.045,1.29,30
"8379",1.07,1.04,10
"8380",1.46,1.47,10
"8381",1.133,1.4,30
"8382",0.992,1.49,30
"8383",4.996,1.14,20
"8384",0.228,1.78,50
"8385",1.881,1.45,30
"8386",0.964,1.65,30
"8387",0.076,1.62,70
"8388",0.17,1.61,50
"8389",1.541,1.24,30
"8390",0.369,1.66,50
"8391",0.135,1.63,100
"8392",0.918,1.42,10
"8393",0.168,1.61,100
"8394",1.433,1.39,70
"8395",0.093,1.56,100
"8396",0.206,1.49,70
"8397",2.05,1.24,10
"8398",3.404,1.16,20
"8399",0.312,1.66,50
"8400",0.275,1.6,50
"8401",0.054,1.81,100
"8402",0.192,1.68,70
"8403",0.684,1.55,50
"8404",1.326,1.54,10
"8405",1.313,1.53,30
"8406",1.439,1.21,10
"8407",1.834,1.21,10
"8408",0.611,1.58,50
"8409",1.58,1.32,10
"8410",0.597,1.57,70
"8411",1.343,1.42,30
"8412",0.746,1.19,10
"8413",1.935,1.33,10
"8414",2.186,1.01,10
"8415",0.331,1.34,70
"8416",2.805,1.14,10
"8417",0.549,1.55,50
"8418",0.221,1.64,70
"8419",0.099,1.75,100
"8420",0.107,1.64,50
"8421",0.065,1.46,70
"8422",0.916,1.49,50
"8423",0.267,1.57,50
"8424",0.975,1.46,20
"8425",1.62,1.36,30
"8426",0.848,1.59,42
"8427",0.889,1.6,40
"8428",1.035,1.45,30
"8429",1.555,1.26,30
"8430",0.055,1.63,100
"8431",1.446,1.03,10
"8432",5.947,1.11,40
"8433",0.551,1.6,70
"8434",0.857,1.53,30
"8435",1.74,1.27,10
"8436",0.619,1.54,100
"8437",1.107,1.51,30
"8438",1.456,1.3,10
"8439",0.084,1.64,100
"8440",0.108,1.5,100
"8441",1.121,1.51,40
"8442",0.231,1.49,100
"8443",0.267,1.37,100
"8444",0.185,1.6,70
"8445",0.411,1.4,70
"8446",1.589,1.28,10
"8447",0.609,1.42,70
"8448",0.847,1.38,10
"8449",0.284,1.7,70
"8450",1.204,1.35,10
"8451",0.913,1.56,30
"8452",0.606,1.66,30
"8453",0.143,1.72,70
"8454",2.491,1.2,10
"8455",0.678,1.65,30
"8456",4.022,1.07,10
"8457",1.494,1.46,30
"8458",0.156,1.56,100
"8459",1.772,1.34,10
"8460",2.482,1.46,10
"8461",0.076,1.57,70
"8462",0.27,1.68,70
"8463",2.194,1.38,30
"8464",0.979,1.38,50
"8465",0.092,1.85,100
"8466",0.223,1.62,50
"8467",0.055,1.7,100
"8468",1.471,1.22,10
"8469",1.12,1.31,10
"8470",0.731,1.58,50
"8471",1.336,1.46,10
"8472",1.755,1.22,30
"8473",0.939,1.46,30
"8474",0.292,1.55,70
"8475",3.527,1.22,10
"8476",0.247,1.59,85
"8477",0.054,2.04,100
"8478",0.42,1.47,100
"8479",0.098,1.84,70
"8480",0.127,1.77,100
"8481",1.35,1.67,50
"8482",0.066,1.69,100
"8483",1.203,1.3,30
"8484",0.141,1.71,50
"8485",0.509,1.7,40
"8486",2.186,1.1,100
"8487",1.414,1.55,50
"8488",1.699,1.33,10
"8489",0.109,1.63,70
"8490",0.035,1.54,100
"8491",0.071,1.69,100
"8492",0.968,1.37,30
"8493",2.485,1.37,10
"8494",0.968,1.5,30
"8495",1.404,1.1,10
"8496",0.255,1.66,70
"8497",1.905,1.24,10
"8498",0.088,1.67,100
"8499",2.422,0.94,10
"8500",0.12,1.6,88
"8501",1.371,1.52,10
"8502",0.164,1.6,100
"8503",0.469,1.32,50
"8504",2.169,0.92,30
"8505",0.212,1.65,50
"8506",0.286,1.37,70
"8507",1.209,1.44,10
"8508",1.291,1.34,30
"8509",0.252,1.62,50
"8510",2.475,1.26,10
"8511",1.206,1.49,30
"8512",0.547,1.33,50
"8513",1.662,1.45,30
"8514",1.42,1.36,42
"8515",0.398,1.44,70
"8516",0.126,1.63,100
"8517",1.037,1.48,30
"8518",0.351,1.78,50
"8519",0.89,1.53,50
"8520",0.15,1.74,100
"8521",0.135,1.57,100
"8522",0.794,1.53,40
"8523",1.321,1.45,30
"8524",1.502,1.49,20
"8525",0.781,1.59,10
"8526",1.094,1.67,30
"8527",1.107,1.61,30
"8528",0.133,1.71,100
"8529",1.345,1.42,30
"8530",1.296,1.53,39
"8531",0.383,1.61,70
"8532",0.023,1.74,70
"8533",0.225,1.58,50
"8534",3.718,0.93,30
"8535",1.374,1.26,10
"8536",0.141,1.59,85
"8537",1.617,1.09,10
"8538",1.206,1.36,30
"8539",1.729,1.24,10
"8540",0.226,1.52,100
"8541",2.56,1.08,30
"8542",0.806,1.68,40
"8543",2.99,1.16,10
"8544",1.566,1.42,10
"8545",0.067,1.53,70
"8546",0.991,1.58,23
"8547",0.222,1.31,100
"8548",0.965,1.42,30
"8549",0.155,1.64,100
"8550",0.474,1.53,50
"8551",0.084,1.76,100
"8552",0.139,1.64,100
"8553",2.024,1.41,30
"8554",1.889,1.46,30
"8555",1.765,1.16,22
"8556",1.26,1.3,50
"8557",0.169,1.66,70
"8558",1.058,1.45,10
"8559",0.676,1.62,30
"8560",1.336,1.56,30
"8561",0.321,1.57,50
"8562",2.133,1.33,21
"8563",0.068,1.72,70
"8564",1.925,1.39,30
"8565",1.417,1.47,10
"8566",0.049,1.75,70
"8567",0.449,1.61,70
"8568",0.867,1.6,30
"8569",0.087,1.67,100
"8570",1.235,1.2,10
"8571",0.184,1.64,100
"8572",0.413,1.54,70
"8573",1.854,1.25,30
"8574",0.272,1.54,70
"8575",1.124,1.14,10
"8576",1.154,1.48,30
"8577",0.519,1.38,100
"8578",3.242,0.84,10
"8579",1.434,1.22,10
"8580",0.109,1.62,70
"8581",1.021,1.44,30
"8582",1.605,1.25,10
"8583",0.206,1.58,70
"8584",0.045,1.58,100
"8585",1.55,1.42,30
"8586",1.898,1.38,10
"8587",1.236,1.5,30
"8588",1.512,1.38,10
"8589",1.495,1.41,10
"8590",0.052,1.6,70
"8591",3.147,1.35,10
"8592",4.04,0.87,10
"8593",0.228,1.59,50
"8594",0.181,1.64,100
"8595",1.986,1.25,10
"8596",0.2,1.69,100
"8597",0.1,1.54,70
"8598",3.341,1.16,10
"8599",1.691,1.36,30
"8600",1.969,1.33,30
"8601",1.753,1.28,30
"8602",0.247,1.57,50
"8603",0.329,1.72,50
"8604",0.172,1.71,90
"8605",2.235,1.29,10
"8606",0.778,1.57,30
"8607",1.217,1.49,30
"8608",1.536,1.47,30
"8609",0.198,1.36,70
"8610",1.585,1.13,10
"8611",0.101,1.78,50
"8612",0.28,1.5,50
"8613",1.82,1.26,100
"8614",0.977,1.37,10
"8615",0.165,1.47,70
"8616",1.27,1.5,30
"8617",0.94,1.51,50
"8618",1.496,1.34,10
"8619",0.962,1.61,40
"8620",0.961,1.37,30
"8621",1.206,1.58,20
"8622",0.694,1.32,100
"8623",1.45,1.48,30
"8624",0.487,1.56,50
"8625",1.83,1.39,20
"8626",0.147,1.54,70
"8627",0.318,1.66,50
"8628",0.211,1.73,50
"8629",3.764,1.15,41
"8630",1.939,1.4,30
"8631",0.329,1.52,70
"8632",0.156,1.6,50
"8633",0.324,1.66,50
"8634",1.512,1.46,50
"8635",0.178,1.54,70
"8636",0.704,1.37,10
"8637",0.096,1.49,100
"8638",0.131,1.56,100
"8639",0.814,1.75,30
"8640",0.121,1.56,100
"8641",0.567,1.54,50
"8642",0.215,1.55,50
"8643",1.739,1.26,10
"8644",1.05,1.52,10
"8645",0.368,1.33,70
"8646",1.275,1.35,30
"8647",0.435,1.54,50
"8648",2.306,1.14,50
"8649",1.792,1.66,24
"8650",0.031,1.78,70
"8651",1.096,1.52,10
"8652",0.063,1.45,70
"8653",1.898,1.31,30
"8654",0.17,1.58,100
"8655",0.97,1.45,30
"8656",0.998,1.59,50
"8657",0.333,1.68,70
"8658",0.24,1.67,40
"8659",1.945,1.23,10
"8660",1.275,1.49,30
"8661",1.302,1.43,30
"8662",0.235,1.57,62
"8663",0.934,1.5,50
"8664",2.841,1.21,10
"8665",0.461,1.54,70
"8666",1.16,1.48,30
"8667",0.117,1.52,100
"8668",1.344,1.46,30
"8669",1.792,1.19,10
"8670",0.126,1.59,100
"8671",0.145,1.67,70
"8672",0.731,1.66,10
"8673",1.027,1.39,30
"8674",0.201,1.68,100
"8675",0.301,1.56,70
"8676",0.576,1.66,50
"8677",2.651,1.41,30
"8678",0.789,1.32,10
"8679",1.117,1.49,30
"8680",0.217,1.75,100
"8681",1.779,1.28,30
"8682",1.513,1.06,10
"8683",0.241,1.44,100
"8684",1.608,1.36,10
"8685",3.528,1.41,10
"8686",0.054,1.56,100
"8687",0.898,1.1,100
"8688",0.199,1.58,50
"8689",1.027,1.5,10
"8690",1.118,1.24,50
"8691",0.394,1.69,100
"8692",1.421,1.41,30
"8693",2.218,1.2,10
"8694",0.319,1.67,100
"8695",2.893,1.2,50
"8696",1.396,1.28,10
"8697",1.331,1.52,10
"8698",0.756,1.29,30
"8699",0.133,1.66,63
"8700",1.281,1.34,30
"8701",0.194,1.56,70
"8702",2.11,1.57,10
"8703",0.963,1.21,10
"8704",2.805,1.35,10
"8705",1.672,1.4,30
"8706",1.396,1.33,10
"8707",1.291,1.4,10
"8708",2.169,1.19,10
"8709",3.57,1.09,10
"8710",0.217,1.41,80
"8711",0.333,1.4,70
"8712",0.142,1.78,100
"8713",1.207,1.36,30
"8714",0.186,1.57,50
"8715",0.142,1.86,50
"8716",3.284,1.33,10
"8717",6.239,1.04,70
"8718",0.432,1.64,50
"8719",0.128,1.73,100
"8720",1.038,1.58,30
"8721",0.359,1.78,30
"8722",0.421,1.67,50
"8723",0.161,1.52,92
"8724",2.07,1.19,10
"8725",0.037,1.56,100
"8726",0.304,1.64,50
"8727",1.586,1.22,30
"8728",0.607,1.69,50
"8729",2.144,1.17,10
"8730",1.027,1.24,50
"8731",1.487,1.43,30
"8732",1.362,1.52,30
"8733",1.146,1.28,10
"8734",1.474,1.33,30
"8735",0.097,1.79,70
"8736",1.459,1.24,10
"8737",1.135,1.4,10
"8738",0.247,1.54,70
"8739",1.734,1.28,30
"8740",1.011,1.4,10
"8741",0.324,1.52,50
"8742",0.1,1.54,70
"8743",1.034,1.36,10
"8744",1.364,1.07,30
"8745",1.717,1.38,70
"8746",0.157,1.54,100
"8747",0.342,1.53,100
"8748",0.268,1.54,70
"8749",0.096,1.78,100
"8750",2.76,1.3,10
"8751",3.324,1.27,30
"8752",0.122,1.46,80
"8753",1.269,1.55,30
"8754",0.371,1.49,70
"8755",0.332,1.58,70
"8756",0.099,1.61,70
"8757",0.044,1.75,100
"8758",0.207,1.6,70
"8759",3.301,1.38,30
"8760",1.341,1.33,30
"8761",1.394,1.43,10
"8762",0.133,1.65,70
"8763",1.33,1.3,30
"8764",0.256,1.64,70
"8765",0.284,1.58,50
"8766",1.287,1.28,30
"8767",1.033,1.49,30
"8768",0.035,1.59,80
"8769",1.862,1.34,30
"8770",0.99,1.17,10
"8771",0.376,1.65,50
"8772",0.211,1.6,70
"8773",1.156,1.52,30
"8774",0.035,1.49,100
"8775",1.662,1.45,30
"8776",1.389,1.23,10
"8777",3.351,1.22,30
"8778",2.885,1.13,10
"8779",0.066,1.79,100
"8780",2.921,1,30
"8781",0.424,1.46,100
"8782",3.999,1.2,30
"8783",1.445,1.27,10
"8784",0.524,1.78,36
"8785",0.632,1.7,60
"8786",1.151,1.46,10
"8787",2.366,1.15,10
"8788",2.174,1.18,10
"8789",0.197,1.53,70
"8790",1.604,1.19,30
"8791",1.442,1.32,30
"8792",0.14,1.59,100
"8793",2.432,1.28,36
"8794",2.289,1.39,30
"8795",0.852,1.51,10
"8796",1.396,1.27,30
"8797",0.454,1.65,50
"8798",0.217,1.57,100
"8799",1.113,1.39,10
"8800",0.273,1.45,100
"8801",0.052,1.76,50
"8802",0.444,1.51,50
"8803",1.128,1.53,30
"8804",2.325,1.51,10
"8805",1.666,1.35,30
"8806",1.892,1.46,20
"8807",1.302,1.19,50
"8808",0.144,1.51,70
"8809",1.04,1.45,50
"8810",1.087,1.29,50
"8811",1.038,1.47,40
"8812",2.859,1.34,10
"8813",0.137,1.59,70
"8814",0.292,1.6,50
"8815",0.241,1.67,50
"8816",0.055,1.62,50
"8817",0.204,1.53,70
"8818",0.185,1.6,85
"8819",0.033,1.59,100
"8820",0.073,1.66,50
"8821",0.461,1.4,80
"8822",0.255,1.46,70
"8823",2.597,1.17,15
"8824",1.171,1.3,30
"8825",0.097,1.81,100
"8826",1.59,1.25,10
"8827",0.104,1.85,85
"8828",1.058,1.57,30
"8829",1.567,1.27,40
"8830",1.289,1.46,10
"8831",0.177,1.69,100
"8832",0.868,1.34,36
"8833",0.608,1.37,50
"8834",2.019,1.33,30
"8835",0.119,1.44,58
"8836",2.13,1.03,10
"8837",0.476,1.38,83
"8838",0.607,1.61,50
"8839",0.177,1.5,40
"8840",0.777,1.35,50
"8841",0.42,1.44,100
"8842",0.906,1.46,40
"8843",1.311,1.31,10
"8844",4.43,0.8,10
"8845",0.912,1.49,50
"8846",0.889,1.68,58
"8847",0.745,1.34,10
"8848",0.497,1.52,50
"8849",1.208,1.65,30
"8850",1.547,1.3,20
"8851",0.287,1.54,50
"8852",0.364,1.69,50
"8853",6.017,0.96,10
"8854",6.22,1.06,30
"8855",2.867,1.31,40
"8856",0.245,1.62,50
"8857",0.413,1.42,70
"8858",0.177,1.53,100
"8859",1.922,1.25,10
"8860",2.178,1.31,30
"8861",0.221,1.72,100
"8862",0.254,1.58,70
"8863",0.156,1.7,100
"8864",0.407,1.7,100
"8865",4.039,1.31,10
"8866",2.63,1.37,30
"8867",0.502,1.35,70
"8868",1.281,1.3,10
"8869",1.323,1.4,30
"8870",0.408,1.56,40
"8871",0.181,1.68,50
"8872",3.746,1.03,10
"8873",1.967,1.16,30
"8874",0.914,1.22,42
"8875",0.672,1.28,50
"8876",0.179,1.69,100
"8877",0.144,1.63,100
"8878",1.096,1.32,10
"8879",1.126,1.43,30
"8880",0.744,1.49,42
"8881",0.137,1.6,70
"8882",0.076,1.59,100
"8883",0.41,1.57,70
"8884",2.663,1.08,20
"8885",1.153,1.41,30
"8886",1.331,1.36,10
"8887",1.142,1.65,30
"8888",0.304,1.57,50
"8889",0.149,1.67,70
"8890",0.117,1.61,100
"8891",0.203,1.65,50
"8892",0.124,1.71,70
"8893",0.101,1.69,100
"8894",0.712,1.5,10
"8895",0.597,1.55,30
"8896",0.85,1.37,10
"8897",0.903,1.33,30
"8898",0.107,1.58,50
"8899",0.094,1.57,70
"8900",0.058,1.53,100
"8901",1.597,1.22,10
"8902",1.582,1.4,30
"8903",1.649,1.15,10
"8904",1.28,1.22,30
"8905",0.958,1.63,50
"8906",0.362,1.59,70
"8907",0.168,1.72,100
"8908",0.502,1.67,30
"8909",0.354,1.61,50
"8910",0.276,1.65,60
"8911",0.15,1.62,70
"8912",0.148,1.54,90
"8913",0.177,1.61,100
"8914",0.141,1.59,70
"8915",0.148,1.81,50
"8916",0.114,1.88,70
"8917",0.112,1.75,100
"8918",1.117,1.3,10
"8919",1.061,1.53,30
"8920",0.933,1.53,38
"8921",0.831,1.43,10
"8922",0.751,1.63,30
"8923",0.147,1.67,50
"8924",0.18,1.65,70
"8925",0.115,1.81,100
"8926",0.845,1.47,10
"8927",0.663,1.56,30
"8928",0.111,1.82,100
"8929",1.086,1.36,10
"8930",0.758,1.69,30
"8931",0.423,1.68,50
"8932",0.135,1.59,50
"8933",0.627,1.66,50
"8934",0.12,1.44,90
"8935",0.822,1.25,10
"8936",0.78,1.64,30
"8937",0.182,1.7,50
"8938",0.086,1.79,70
"8939",0.105,1.77,100
"8940",1.824,1.39,10
"8941",1.704,1.4,30
"8942",0.162,1.59,50
"8943",0.074,1.72,70
"8944",0.032,1.47,100
"8945",1.165,1.55,10
"8946",0.988,1.51,30
"8947",0.763,1.63,38
"8948",0.404,1.57,50
"8949",0.313,1.52,70
"8950",2.415,1.37,10
"8951",2.345,1.5,30
"8952",2.092,1.47,37
"8953",0.175,1.58,50
"8954",0.28,1.78,70
"8955",0.905,1.36,10
"8956",0.773,1.52,30
"8957",0.083,1.71,100
"8958",1.101,1.58,50
"8959",1.136,1.46,10
"8960",1.083,1.6,30
"8961",0.088,1.73,70
"8962",0.072,1.73,100
"8963",0.879,1.5,10
"8964",0.087,1.75,50
"8965",0.05,1.71,70
"8966",0.034,1.72,100
"8967",4.996,1.21,10
"8968",4.444,1.33,30
"8969",0.06,1.69,70
"8970",0.05,1.72,80
"8971",1.001,1.43,10
"8972",0.781,1.56,30
"8973",0.164,1.55,50
"8974",0.059,1.57,70
"8975",0.063,1.59,100
"8976",0.2,1.62,70
"8977",0.128,1.79,100
"8978",5.977,1.04,10
"8979",0.513,1.37,50
"8980",0.106,1.59,100
"8981",0.097,1.65,50
"8982",1.597,1.49,10
