depth increment	TOC	BD_fine	BD_all	Steingehalt
10	1.82	1.32	NA	10
20	1.45	1.42	NA	10
10	2.151	1.36	NA	10
30	1.468	1.45	NA	10
50	0.714	1.44	NA	10
10	1.833	0.86	NA	10
30	1.733	1	NA	10
50	1.785	1.16	NA	10
10	5.976	0.62	NA	10
50	0.288	1.65	NA	10
100	0.071	1.73	NA	10
30	1.958	1.27	NA	10
50	0.382	1.47	NA	10
50	0.653	1.48	NA	10
70	0.353	1.65	NA	10
100	0.093	1.8	NA	10
100	0.146	1.68	NA	10
30	0.598	1.52	NA	10
50	0.341	1.66	NA	10
70	0.199	1.61	NA	10
100	0.251	1.62	NA	10
10	1.318	1.37	NA	10
30	1.132	1.38	NA	10
10	1.739	1.31	NA	10
30	1.831	1.4	NA	10
70	0.446	1.73	NA	10
30	0.805	1.54	NA	10
50	0.506	1.35	NA	10
70	0.452	1.51	NA	10
100	0.854	1.32	NA	10
50	0.485	1.49	NA	10
100	0.236	1.73	NA	10
50	0.457	1.45	NA	10
10	4.194	1.05	NA	10
20	4.23	1.07	NA	10
10	1.529	1.35	NA	10
23	1.577	1.29	NA	10
100	0.215	1.42	NA	10
70	0.176	1.7	NA	10
100	0.091	1.67	NA	10
10	1.563	1.54	NA	10
30	1.44	1.54	NA	10
42	1.197	1.57	NA	10
100	0.078	1.41	NA	10
10	1.89	0.99	NA	10
30	2.218	1.34	NA	10
10	1.536	1.08	NA	10
30	1.469	1.18	NA	10
38	1.494	1.25	NA	10
70	0.15	1.56	NA	10
100	0.103	1.52	NA	10
10	2.254	1.25	1.26	10
30	1.109	1.35	1.39	10
10	1.445	1.31	NA	10
50	0.305	1.44	NA	10
10	4.674	1.12	NA	10
77	0.946	1.53	NA	10
100	0.314	1.41	NA	10
90	0.503	1.4	NA	10
100	0.095	1.75	NA	10
50	0.313	1.56	NA	10
10	2.394	1.33	NA	10
20	1.496	1.51	NA	10
30	1.029	1.64	NA	10
50	0.884	1.69	NA	10
58	1.148	1.61	NA	10
10	1.028	1.32	NA	10
30	0.897	1.41	NA	10
10	4.173	1.02	NA	10
17	2.251	1.29	NA	10
30	0.824	1.3	NA	10
50	0.547	1.26	NA	10
70	0.293	1.16	NA	10
10	2.97	1.33	NA	10
30	1.122	1.52	NA	10
50	0.367	1.54	NA	10
61	0.233	1.5	NA	10
30	1.237	1.5	NA	10
30	0.233	1.54	1.55	10
50	0.218	1.51	NA	10
70	0.221	1.49	NA	10
100	0.272	1.36	NA	10
100	0.066	1.65	NA	10
10	2.015	1.27	NA	10
30	2.026	1.33	NA	10
10	1.538	1.21	NA	10
30	0.88	1.53	NA	10
50	0.381	1.56	NA	10
50	0.74	1.12	NA	10
10	1.717	1.27	NA	10
30	1.467	1.52	NA	10
10	2.158	1.22	NA	10
22	2.238	1.45	NA	10
30	1.904	1.45	NA	10
10	1.508	1.49	NA	10
23	1.163	1.71	NA	10
30	1.068	1.56	NA	10
50	0.669	1.63	NA	10
58	0.555	1.58	NA	10
70	0.457	1.46	NA	10
10	2.276	1.28	1.43	10
30	1.327	0.8	NA	10
20	1.257	1.27	NA	10
10	1.353	1.27	NA	10
30	1.294	1.28	NA	10
40	1.108	1.44	NA	10
10	1.637	1.24	NA	10
30	1.544	1.29	NA	10
10	2.155	1.42	NA	10
30	1.568	1.45	NA	10
37	1.075	1.45	NA	10
10	6.201	0.95	NA	10
30	6.311	1.12	NA	10
70	0.113	1.41	NA	10
100	0.237	1.44	NA	10
10	3.376	0.94	NA	10
23	3.408	1.01	NA	10
100	0.388	1.24	NA	10
10	3.96	0.97	NA	10
100	0.284	1.43	NA	10
88	0.443	1.52	NA	10
30	1.306	1.46	NA	10
50	0.706	1.49	NA	10
30	2.275	1.18	NA	10
10	2.022	1.28	NA	10
20	1.961	1.28	NA	10
30	1.746	1.37	NA	10
100	0.183	1.5	NA	10
10	1.688	1.16	NA	10
30	1.709	1.36	NA	10
70	1.334	1.52	NA	10
100	1.349	1.51	NA	10
50	0.586	1.55	NA	10
70	0.461	1.51	NA	10
23	1.536	1.32	NA	10
100	0.216	1.29	NA	10
50	0.794	0.97	NA	10
70	1.104	0.84	NA	10
100	1.15	0.81	0.81	10
40	1.132	1.5	NA	10
42	0.889	1.53	NA	10
10	3.226	1.22	NA	10
30	3.96	1.33	NA	10
40	2.143	1.47	NA	10
50	0.53	1.54	NA	10
56	0.355	1.55	NA	10
100	0.115	1.67	NA	10
30	0.379	1.69	1.7	10
50	0.282	1.67	NA	10
10	3.111	1.04	NA	10
30	2.358	1.38	NA	10
10	2.61	1.06	NA	10
30	2.598	1.19	NA	10
10	2.184	1.04	NA	10
10	3.703	1.14	NA	10
10	3.204	1.12	NA	10
30	2.139	1.23	NA	10
50	1.583	1.17	NA	10
10	1.695	1.43	NA	10
30	1.447	1.57	NA	10
100	0.212	1.41	NA	10
10	2.637	0.95	NA	10
20	2.57	0.82	NA	10
50	0.303	1.48	NA	10
100	0.18	1.6	NA	10
50	1.398	1.07	NA	10
100	0.355	1.29	NA	10
10	2.173	1.15	NA	10
30	2.197	1.32	NA	10
50	0.734	1.22	NA	10
10	2.722	1.34	NA	10
50	0.431	1.52	NA	10
30	1.95	1.21	1.38	10
100	0.182	1.39	NA	10
24	2.835	1.21	NA	10
70	1.361	1.14	NA	10
100	0.737	1.2	NA	10
10	2.52	1.24	NA	10
23	2.546	1.28	NA	10
10	1.393	1.21	NA	10
22	1.187	1.52	NA	10
30	1.143	1.6	NA	10
70	0.172	1.53	NA	10
50	0.367	1.36	NA	10
30	1.571	1.35	NA	10
100	0.277	1.43	NA	10
70	0.796	1.42	1.49	10
100	0.574	1.4	NA	10
10	7.58	0.64	NA	10
20	4.34	1.1	NA	10
50	0.222	1.67	NA	10
70	0.195	1.81	NA	10
100	0.18	1.84	NA	10
30	2.012	1.2	NA	10
10	6.215	0.97	NA	10
30	2.743	1.17	NA	10
10	3.04	1.16	NA	10
30	2.078	1.25	NA	10
30	2.851	1.14	NA	10
30	1.167	1.43	NA	10
50	0.603	1.37	NA	10
30	2.337	1.11	NA	10
70	0.785	1.3	NA	10
82	0.491	1.26	NA	10
100	0.552	1.19	NA	10
50	0.767	1.45	NA	10
70	0.565	1.26	NA	10
50	1.425	1.22	NA	10
50	0.397	1.53	NA	10
10	2.413	1.09	NA	10
30	1.563	1.48	NA	10
10	4.189	1.09	1.11	10
30	1.729	1.34	NA	10
42	0.325	1.7	NA	10
100	0.182	1.77	NA	10
100	0.116	1.61	NA	10
10	1.699	1.49	NA	10
30	1.779	1.24	NA	10
38	1.532	1.51	NA	10
10	1.154	1.31	1.34	10
30	0.971	1.27	1.29	10
10	1.466	1.08	1.18	10
30	0.952	1.47	1.49	10
70	0.103	1.66	NA	10
70	0.089	0.87	NA	10
10	1.182	1.22	NA	10
30	1.216	1.45	NA	10
50	0.371	1.41	NA	10
10	3.615	1.01	NA	10
30	2.049	1.23	NA	10
40	1.573	1.1	NA	10
50	1.734	1.06	NA	10
10	1.571	0.83	NA	10
30	1.379	1.23	NA	10
50	0.316	1.47	NA	10
50	0.453	1.57	NA	10
20	2.043	1.34	NA	10
10	2.032	0.99	NA	10
30	1.963	1.24	NA	10
10	1.861	1.25	NA	10
30	1.143	1.41	NA	10
10	1.862	1.16	NA	10
30	1.906	1.27	NA	10
70	0.125	1.68	NA	10
80	0.106	1.73	NA	10
100	0.244	1.71	NA	10
30	1.039	1.35	1.45	10.02
100	0.627	1.3	1.4	10.14
100	0.196	1.69	1.79	10.18
10	2.488	1.09	1.21	10.22
50	0.287	1.56	1.66	10.26
70	0.315	1.39	1.5	10.3
50	0.13	1.52	1.63	10.33
20	3.212	1.06	1.16	10.34
20	2.025	1.19	1.3	10.41
10	1.228	1.28	1.4	10.5
100	0.106	1.68	1.78	10.59
100	0.213	1.69	1.79	10.6
70	0.114	1.41	1.52	10.79
10	2.132	1.08	1.19	10.82
50	0.276	1.37	1.48	10.82
50	0.348	1.44	1.56	10.91
38	0.572	1.46	1.57	10.92
70	0.393	1.36	1.48	10.94
30	2.263	1.17	1.29	10.95
70	0.291	1.37	1.48	10.99
50	0.442	1.37	NA	11
70	0.108	1.75	1.8	11
100	0.069	1.71	1.75	11
100	0.184	1.53	NA	11
10	3.751	0.86	NA	11
70	0.346	1.37	1.37	11
100	0.457	1.45	1.45	11
30	1.804	1.31	1.33	11
40	0.748	1.38	1.39	11
50	0.382	1.5	1.61	11.01
100	0.025	1.36	1.48	11.03
70	0.327	1.57	1.69	11.04
70	0.053	1.66	1.77	11.06
18	1.437	1.31	1.43	11.16
70	1.209	1.21	1.33	11.2
22	1.674	1.25	1.37	11.25
70	0.329	1.43	1.55	11.28
22	2.571	1.2	NA	11.29
50	0.314	1.45	1.57	11.32
70	1.148	1.01	1.13	11.38
100	0.248	1.55	1.66	11.4
22	2.386	1.1	1.23	11.41
84	0.289	1.19	1.31	11.57
50	0.89	1.44	1.57	11.74
30	1.283	1.37	1.49	11.78
50	1.029	1.39	1.51	11.79
60	0.409	1.35	1.48	11.8
70	0.372	1.65	1.65	11.81
10	2.134	0.84	0.95	11.86
10	2.345	1.24	1.37	11.87
70	0.064	1.67	1.79	11.88
30	1.237	1.29	1.42	11.88
30	2.81	0.93	1.06	11.92
20	1.966	1.17	1.3	11.97
50	0.266	1.55	NA	12
10	1.368	1.46	NA	12
30	1.197	1.42	NA	12
50	0.258	1.69	NA	12
60	0.186	1.62	NA	12
100	0.123	1.62	1.64	12
70	0.082	1.82	1.84	12
100	0.084	1.81	1.81	12
50	0.136	1.78	NA	12
70	0.121	1.8	NA	12
10	1.086	1.26	NA	12
30	1.218	1.26	NA	12
50	0.21	1.73	NA	12
30	2.215	1.37	NA	12
30	1.941	1.31	1.41	12
10	1.383	1.17	NA	12
30	0.846	1.49	NA	12
30	1.178	1.14	NA	12
50	0.686	1.15	NA	12
50	1.021	1.37	NA	12
10	2.34	1.13	NA	12
30	1.457	1.53	NA	12
30	1.429	1.38	NA	12
10	3.058	1.03	NA	12
30	0.283	1.71	NA	12
30	2.162	1.24	NA	12
50	0.715	1.34	NA	12
70	0.239	1.45	NA	12
100	0.157	1.35	NA	12
23	2.335	1.18	NA	12
30	1.297	1.51	NA	12
50	0.265	1.48	NA	12
70	0.208	1.46	NA	12
50	0.781	1.54	NA	12
70	0.338	1.51	1.52	12
10	3.434	1.14	NA	12
22	2.607	1.24	NA	12
30	0.797	1.38	NA	12
10	1.422	1.15	NA	12
30	1.408	1.36	NA	12
10	2.599	1.21	1.33	12
20	2.418	1.33	NA	12
10	4.028	1.12	1.18	12
21	2.483	1.12	NA	12
50	1.214	1.33	NA	12
10	0.945	1.2	NA	12
30	0.877	1.54	NA	12
10	2.301	1.08	NA	12
30	1.952	1.26	NA	12
18	2.415	1.12	NA	12
10	3.474	1.06	NA	12
30	2.007	1.18	NA	12
30	1.964	1.2	NA	12
40	1.277	1.21	NA	12
70	0.392	1.11	NA	12
100	0.349	1.23	NA	12
30	1.265	1.32	NA	12
50	0.894	1.34	NA	12
30	2.518	1.1	NA	12
50	1.505	1.07	NA	12
10	1.768	1.14	1.27	12.1
10	2.959	0.98	1.1	12.1
50	0.378	1.33	1.46	12.14
10	1.611	1.17	1.3	12.18
10	1.057	1.18	1.32	12.22
100	0.333	1.58	1.71	12.26
10	1.691	1.1	1.23	12.34
70	0.891	1.46	1.59	12.46
50	0.21	1.56	NA	13
50	0.718	1.51	NA	13
70	0.686	1.5	NA	13
10	2.969	1.09	NA	13
30	1.535	1.29	NA	13
50	0.713	1.5	NA	13
30	2.7	1.3	NA	13
100	0.274	1.1	1.24	13.01
30	1.375	1.26	1.4	13.1
100	0.319	1.55	1.68	13.11
30	1.658	1.27	1.41	13.14
70	0.309	2.02	NA	13.2
30	1.685	1.34	1.48	13.26
10	1.772	1.04	1.18	13.27
36	0.971	1.36	1.5	13.36
70	0.63	1.39	NA	13.43
80	0.158	1.5	1.64	13.46
30	2.197	1.34	1.49	13.54
100	0.211	1.62	NA	13.55
70	0.548	1.43	1.78	13.57
40	1.418	1.51	1.66	13.66
70	0.733	1.33	1.48	13.66
10	1.495	1.32	1.48	13.68
70	0.178	1.75	1.88	13.99
70	0.279	1.69	1.7	14
50	0.608	1.34	NA	14
30	1.728	1.27	NA	14
50	1.117	1.34	NA	14
30	2.123	1.23	1.38	14.02
38	0.554	1.31	1.46	14.02
10	3.388	1.08	1.23	14.03
70	0.063	1.5	1.65	14.04
50	0.793	1.43	1.58	14.28
22	3.078	1	NA	14.28
30	1.295	1.36	1.51	14.44
70	0.585	1.31	1.47	14.5
20	2.321	1.03	1.19	14.58
100	0.163	1.66	NA	15
50	1.621	1.16	NA	15
21	1.178	1.31	NA	15
70	0.191	1.67	NA	15
50	0.278	1.8	NA	15
10	1.672	1.31	NA	15
30	0.816	1.36	NA	15
70	0.275	1.51	NA	15
100	0.194	1.26	NA	15
50	0.137	1.43	NA	15
50	0.502	1.42	NA	15
70	0.372	1.44	NA	15
10	2.897	1.22	NA	15
30	1.78	1.16	NA	15
50	0.161	1.54	NA	15
50	0.281	1.6	NA	15
63	0.134	1.61	NA	15
70	0.163	1.68	NA	15
50	0.227	1.61	NA	15
100	0.032	1.8	NA	15
70	1.015	1.47	NA	15
30	0.732	1.25	NA	15
10	1.371	1.3	1.36	15
30	1.148	1.41	1.46	15
50	0.539	1.38	1.56	15
70	0.059	1.57	1.62	15
100	0.045	1.41	1.62	15
100	0.069	1.61	NA	15
50	0.174	1.62	NA	15
50	0.216	1.54	1.64	15
70	0.086	1.43	1.6	15
70	0.214	1.61	NA	15
10	1.255	1.05	NA	15
30	1.238	1.39	NA	15
10	1.912	0.88	NA	15
30	2.027	1.04	NA	15
70	0.165	1.61	NA	15
50	0.284	1.66	NA	15
70	0.178	1.49	NA	15
10	1.483	1.25	NA	15
30	1.509	1.15	NA	15
38	1.213	1.48	NA	15
100	0.146	1.79	NA	15
50	0.505	1.62	NA	15
60	0.404	1.48	NA	15
10	2.66	1.03	NA	15
30	2.547	0.99	NA	15
100	0.046	1.68	NA	15
100	0.136	1.7	NA	15
100	0.065	1.43	NA	15
10	4.665	1.09	NA	15
100	0.076	1.48	NA	15
50	0.144	1.51	NA	15
100	0.047	1.53	NA	15
60	0.333	1.49	NA	15
10	3.147	0.98	NA	15
50	0.458	1.61	NA	15
10	3.378	1.16	NA	15
22	1.854	1.29	NA	15
50	0.553	1.51	NA	15
50	1.408	1.11	NA	15
70	0.711	1.32	NA	15
30	3.274	0.94	NA	15
10	1.366	1.29	NA	15
100	0.059	1.62	NA	15
10	5.891	0.83	NA	15
100	0.164	1.34	NA	15
100	0.546	1.37	1.51	15
10	5.003	1.17	NA	15
30	1.921	1.5	NA	15
10	2.198	1.27	NA	15
30	2.159	1.32	NA	15
100	0.194	1.71	NA	15
50	1.024	1.45	NA	15
100	0.279	1.5	NA	15
10	2.873	0.95	NA	15
10	4.203	0.97	NA	15
30	1.664	1.16	NA	15
50	0.33	1.47	NA	15
10	1.325	1.13	NA	15
30	0.834	1.47	NA	15
50	0.409	1.62	NA	15
100	0.317	1.65	NA	15
90	0.29	1.27	NA	15
70	0.12	1.63	NA	15
100	0.065	1.32	NA	15
30	0.353	1.44	NA	15
100	0.055	1.47	NA	15
20	3.614	1.12	NA	15
70	0.581	1.24	NA	15
30	3.048	1.4	NA	15
10	2.436	1.13	NA	15
20	2.016	1.62	NA	15
50	0.798	0.85	NA	15
80	0.211	1.15	NA	15
10	4.453	1.08	NA	15
30	2.267	1.1	NA	15
30	0.591	1.67	1.67	15
50	0.279	1.73	1.74	15
70	0.154	1.66	1.72	15
10	1.631	1.46	NA	15
30	1.704	1.51	NA	15
10	2.108	1.03	NA	15
100	0.326	1.06	1.15	15
10	2.245	1.13	NA	15
10	1.374	1.34	NA	15
30	1.231	1.29	NA	15
30	1.865	1.25	NA	15
10	2.142	1.08	NA	15
30	1.657	1.25	NA	15
100	0.229	1.48	NA	15
50	0.639	1.41	NA	15
88	0.247	1.75	NA	15
50	0.455	1.56	NA	15
70	0.606	1.28	NA	15
50	0.475	1.2	NA	15
100	1.424	1.13	NA	15
10	5.724	0.85	NA	15
30	2.621	1.15	NA	15
10	2.756	1.17	NA	15
20	2.692	1.2	NA	15
10	2.199	0.92	NA	15
30	1.687	1.28	NA	15
70	0.725	1.09	1.2	15
85	0.684	1.06	1.18	15
50	0.279	1.47	NA	15
70	0.305	1.49	NA	15
100	0.192	1.42	NA	15
30	1.249	1.31	NA	15
50	0.239	1.65	NA	15
50	0.151	1.06	NA	15
30	0.811	1.18	NA	15
50	0.549	1.35	NA	15
10	2.548	0.83	NA	15
30	2.22	1.1	NA	15
100	0.833	1.25	NA	15
100	0.035	1.44	NA	15
70	0.099	1.67	NA	15
100	0.072	1.66	NA	15
10	1.829	1.26	NA	15
30	1.602	1.34	NA	15
30	1.188	1.23	NA	15
30	1.776	1.07	NA	15
50	0.357	1.57	NA	15
70	0.219	1.51	NA	15
100	0.148	1.38	NA	15
10	1.832	1.25	NA	15
20	1.755	1.35	NA	15
30	1.69	1.42	NA	15
50	0.386	1.71	NA	15
30	1.685	1.28	NA	15
38	1.168	1.18	NA	15
10	2.605	1.3	1.34	15
30	0.925	1.43	1.61	15
10	2.433	1.2	NA	15
30	2.125	1.38	NA	15
30	1.857	1.3	NA	15
10	2.217	1.23	NA	15
20	2.211	1.25	NA	15
30	2.103	1.37	NA	15
10	2.318	1.27	NA	15
30	2.294	1.2	NA	15
50	0.976	1.52	NA	15
10	1.797	1.06	NA	15
30	1.189	1.56	NA	15
50	0.539	1.51	NA	15
50	0.409	1.68	NA	15
70	0.573	1.57	NA	15
100	0.089	1.26	NA	15
100	0.343	1.26	NA	15
40	0.327	1.62	NA	15
85	0.04	1.53	NA	15
100	1.421	1.41	NA	15
150	1.743	1.32	NA	15
50	0.426	1.36	NA	15
70	0.309	1.56	NA	15
70	0.097	1.44	NA	15
10	4.396	1.12	NA	15
20	3.489	1.29	NA	15
70	0.121	1.54	NA	15
50	1.962	1.34	NA	15
70	1.137	1.37	NA	15
70	0.346	1.48	NA	15
100	0.364	1.57	NA	15
30	0.809	1.49	1.51	15
50	0.434	1.45	NA	15
50	0.398	1.62	1.66	15
70	0.332	1.56	NA	15
80	0.278	1.42	NA	15
10	0.883	1.72	NA	15
30	0.873	1.6	NA	15
40	0.84	1.71	NA	15
50	0.524	1.49	NA	15
30	1.202	1.64	NA	15
50	1.576	1.12	NA	15
70	1.229	1.05	NA	15
100	0.6	1.11	NA	15
50	0.421	1.63	NA	15
70	0.22	1.57	NA	15
10	2.662	1.05	NA	15
20	2.454	1.1	NA	15
30	1.948	1.4	NA	15
50	0.537	1.46	NA	15
10	1.153	1.3	NA	15
30	1.132	1.38	NA	15
50	0.161	1.59	NA	15
30	1.802	1.1	NA	15
50	1.055	1.15	NA	15
70	0.632	1.26	NA	15
100	0.174	1.6	NA	15
70	0.876	1.15	NA	15
50	0.314	1.62	NA	15
10	1.727	1.43	NA	15
30	1.636	1.44	NA	15
50	1.22	1.63	NA	15
58	0.482	1.6	NA	15
100	0.275	1.47	NA	15
10	3.973	1.31	NA	15
10	5.028	0.98	NA	15
30	1.5	1.31	NA	15
10	4.066	0.92	NA	15
70	0.332	1.39	NA	15
100	0.278	1.52	NA	15
10	4.996	1.03	NA	15
30	2.687	1.01	NA	15
70	0.234	1.72	NA	15
50	0.536	1.51	NA	15
50	0.634	1.52	NA	15
10	1.939	1.29	NA	15
30	1.935	1.34	NA	15
50	0.573	1.4	NA	15
30	1.794	1.19	NA	15
70	1.348	1.04	NA	15
100	1.175	1.09	NA	15
30	1.24	1.36	NA	15
30	1.154	1.12	NA	15
10	6.12	0.8	NA	15
30	2.489	1.03	NA	15
10	2.155	1.06	NA	15
30	1.871	1.36	NA	15
100	0.126	1.54	NA	15
70	0.299	1.52	NA	15
100	0.222	1.55	NA	15
10	6.636	0.88	NA	15
70	0.639	1.38	NA	15
30	2.344	1.27	NA	15
70	0.19	1.61	NA	15
100	0.12	1.62	NA	15
42	0.623	1.49	NA	15
10	6.75	0.83	NA	15
70	0.522	1.7	NA	15
100	0.42	1.79	NA	15
70	0.675	1.51	NA	15
100	0.427	1.38	NA	15
30	2.383	1.13	NA	15
30	0.996	1.42	NA	15
30	0.817	1.5	NA	15
40	0.529	1.47	NA	15
50	0.568	1.43	NA	15
100	0.2	1.55	NA	15
50	0.687	1.17	NA	15
70	0.242	1.44	NA	15
100	0.186	1.44	NA	15
10	5.931	0.79	NA	15
30	2.479	1.11	NA	15
30	4.045	0.88	NA	15
30	1.503	1.3	NA	15
50	0.272	1.51	NA	15
70	0.776	0.84	NA	15
100	0.277	1.79	NA	15
100	0.765	1.13	NA	15
92	0.143	1.66	1.66	15
50	0.282	1.69	NA	15
70	0.107	1.67	1.71	15
100	0.105	1.59	1.66	15
70	0.282	1.71	NA	15
100	0.283	1.62	NA	15
70	0.706	1.23	NA	15
100	0.169	1.37	NA	15
10	2.07	1.01	1.27	15
30	1.728	1.18	NA	15
50	0.568	1.55	NA	15
70	0.293	1.66	NA	15
100	0.21	1.89	NA	15
50	0.32	1.46	NA	15
50	0.619	1.38	NA	15
70	0.687	1.27	NA	15
10	3.376	1.18	NA	15
30	1.007	1.58	NA	15
50	0.409	1.55	NA	15
70	0.309	1.57	NA	15
30	0.755	1.36	NA	15.06
70	0.263	1.58	1.74	15.76
50	1.176	1.45	NA	16
50	0.493	1.49	NA	16
10	2.502	1.2	NA	16
30	2.18	1.42	NA	16
70	0.175	1.58	NA	16
10	1.988	1.12	1.19	16
30	2.088	1.28	1.38	16
10	5.395	1	NA	16
30	3.183	0.99	NA	16
50	2.6	0.99	NA	16
70	1.429	0.8	0.96	16.16
50	0.596	1.19	NA	16.17
100	0.267	1.65	1.65	16.4
58	0.918	1.33	1.52	16.82
30	2.6	1.34	NA	17
30	2.14	1.18	NA	17
30	1.164	1.22	NA	17
50	0.58	1.55	NA	17
70	0.381	1.63	NA	17
30	2.531	1.03	1.22	17.08
70	3.144	0.74	0.92	17.09
100	1.08	1.32	1.32	17.25
100	0.261	1.41	1.6	17.37
30	4.311	0.99	1.18	17.38
30	1.195	1.17	1.36	17.42
100	0.292	1.41	1.6	17.55
30	1.382	1.16	1.37	17.85
10	1.509	0.89	1.09	17.86
30	2.455	1.24	1.44	17.88
100	0.176	1.26	1.46	17.99
50	0.304	1.59	NA	18
70	0.191	1.63	NA	18
50	0.32	1.61	1.64	18
70	0.19	1.55	1.58	18
40	0.81	1.58	NA	18
50	0.323	1.51	NA	18
100	0.046	1.88	NA	18
100	0.141	1.61	NA	18
100	0.277	1.59	1.6	18
10	3.853	0.89	NA	18
22	4.082	0.9	NA	18
10	3.248	0.89	NA	18
70	0.439	1.47	1.67	18.02
70	0.171	1.41	1.61	18.41
100	0.053	1.41	1.62	18.78
50	1.666	1.3	1.52	18.9
70	0.221	1.43	1.65	19.05
50	1.841	0.76	0.96	19.51
100	0.201	1.4	1.62	19.62
10	1.705	1.08	NA	20
30	1.703	1.27	NA	20
50	0.26	1.66	NA	20
50	0.394	1.32	NA	20
70	0.315	1.55	NA	20
100	0.247	1.1	NA	20
55	0.389	1.51	NA	20
70	0.27	1.38	NA	20
50	0.433	1.66	NA	20
70	0.361	1.52	NA	20
100	0.338	1.4	NA	20
50	1.723	1.29	NA	20
100	0.08	1.74	1.75	20
70	0.696	1.51	NA	20
80	1.142	1.3	NA	20
70	0.386	1.48	1.49	20
90	0.036	1.48	1.57	20
70	0.291	1.44	NA	20
70	0.068	1.53	NA	20
100	0.072	1.2	NA	20
70	0.094	1.55	NA	20
70	0.293	1.41	NA	20
100	0.206	1.35	NA	20
50	0.124	1.68	NA	20
100	0.037	1.5	NA	20
100	0.168	1.64	NA	20
50	0.573	1.25	NA	20
100	0.26	0.86	1.54	20
50	0.774	1.39	NA	20
70	0.256	1.51	NA	20
100	0.203	1.49	NA	20
100	0.09	1.35	NA	20
70	0.663	1.36	NA	20
90	0.372	1.35	NA	20
50	1.034	1.35	NA	20
70	0.498	1.52	NA	20
100	0.452	1.34	NA	20
10	1.128	1.54	NA	20
30	1.317	1.44	NA	20
100	0.605	1.49	NA	20
10	1.333	1.25	NA	20
30	1.428	1.45	NA	20
40	1.025	1.34	NA	20
70	0.148	1.22	NA	20
80	0.152	1.46	NA	20
50	0.589	1.54	NA	20
70	0.339	1.58	NA	20
100	0.185	1.64	NA	20
10	5.261	1	NA	20
30	1.875	1.07	NA	20
10	4.167	0.8	NA	20
30	1.309	1.33	NA	20
100	0.162	1.46	NA	20
30	0.396	1.66	NA	20
50	0.353	1.48	NA	20
70	0.236	1.51	NA	20
100	0.109	1.6	NA	20
30	2.89	1.16	NA	20
10	2.742	1.23	NA	20
30	2.744	1.29	NA	20
10	3.463	1.07	NA	20
50	0.623	1.44	1.44	20
50	0.532	1.54	NA	20
10	4.349	0.94	NA	20
30	2.717	1.03	NA	20
100	0.608	1.43	NA	20
100	1.095	1.16	NA	20
10	5.612	1	NA	20
50	0.23	1.46	NA	20
10	3.076	1.41	1.54	20
30	1.564	1.64	1.64	20
70	0.248	1.32	NA	20
10	2.066	1.01	NA	20
30	1.467	1.07	NA	20
50	0.422	1.39	NA	20
10	3.94	1.12	NA	20
18	3.275	0.97	NA	20
10	2.059	1.36	NA	20
20	1.538	1.47	NA	20
10	3.405	0.82	NA	20
20	1.997	0.93	NA	20
30	0.324	1.76	NA	20
70	0.202	1.43	NA	20
100	0.183	1.31	NA	20
10	2.857	1.17	NA	20
20	2.691	1.17	NA	20
100	1.004	1.61	NA	20
50	0.744	1.48	NA	20
70	0.314	1.47	NA	20
10	4.935	1.17	NA	20
70	0.217	1.6	NA	20
100	0.169	1.54	NA	20
100	0.092	1.41	NA	20
10	2.379	1.27	NA	20
30	1.37	1.42	NA	20
30	1.691	1.19	NA	20
50	1.132	1.28	NA	20
10	1.226	1.51	NA	20
30	1.319	1.44	NA	20
70	0.179	1.07	NA	20
10	1.996	1.31	NA	20
30	1.596	1.51	NA	20
30	1.713	1.26	NA	20
82	0.102	1.48	NA	20
50	1.015	1.45	NA	20
70	1.004	1.43	NA	20
100	0.228	1.85	NA	20
50	0.659	1.49	NA	20
20	2.818	0.89	NA	20
50	0.294	1.7	NA	20
70	0.272	1.73	NA	20
20	3.111	0.96	NA	20
70	0.132	1.57	NA	20
100	0.076	1.65	NA	20
100	0.152	1.46	NA	20
30	2.745	0.89	NA	20
70	0.421	1.33	NA	20
10	3.108	1.07	NA	20
30	1.343	1.56	NA	20
50	0.536	1.64	NA	20
70	0.467	1.32	NA	20
80	0.48	1.13	NA	20
50	0.83	0.81	NA	20
10	3.287	0.82	NA	20
30	3.295	0.78	NA	20
10	3.855	0.88	NA	20
50	0.567	1.29	NA	20
70	0.165	1.73	NA	20
100	0.059	1.81	NA	20
40	0.411	1.52	NA	20
70	0.289	1.36	NA	20
70	0.192	1.37	NA	20
50	1.016	1.29	NA	20
70	0.72	1.32	NA	20
100	0.554	1.46	NA	20
10	2.115	0.74	NA	20
10	2.765	1.14	NA	20
30	1.471	1.25	NA	20
40	0.843	1.33	NA	20
10	3.012	0.88	NA	20
30	2.915	0.96	NA	20
10	3.086	1.16	NA	20
50	0.488	1.7	NA	20
50	0.262	1.63	NA	20
70	0.166	1.72	NA	20
100	0.133	1.78	NA	20
50	0.742	1.35	NA	20
70	0.317	1.44	NA	20
100	0.168	1.58	NA	20
50	0.288	1.51	NA	20
60	0.233	1.39	NA	20
70	0.07	1.75	NA	20
100	0.047	1.7	NA	20
20	2.247	1.2	NA	20
70	0.428	1.53	NA	20
100	0.269	1.58	NA	20
50	0.382	1.63	NA	20
70	0.286	1.68	NA	20
70	0.181	1.51	NA	20
40	0.702	1.15	NA	20
70	0.263	1.67	NA	20
