depth increment	TOC	BD_fine	BD_all	Steingehalt
60	7.57	0.7	0.7	0.14
100	0.172	1.58	1.58	0.14
30	3.719	1.09	1.1	0.14
42	1.443	1.57	1.57	0.14
10	1.579	1.43	1.44	0.14
50	0.378	1.66	1.66	0.14
100	0.104	1.6	1.6	0.14
50	1.145	1.7	1.7	0.14
50	0.206	1.7	1.7	0.14
30	1.403	1.28	1.29	0.14
70	0.563	1.46	1.46	0.14
70	0.645	1.33	1.33	0.14
100	0.029	1.66	1.67	0.14
30	3.366	1.09	1.09	0.14
40	1.106	1.46	1.46	0.14
50	0.981	1.66	1.66	0.14
30	1.174	1.46	1.46	0.14
10	1.53	1.17	1.17	0.14
70	0.255	1.56	1.56	0.14
90	0.143	1.54	1.55	0.14
60	0.58	1.28	1.28	0.14
30	1.537	1.48	1.49	0.14
70	0.17	1.45	1.45	0.14
10	1.635	1.33	1.33	0.14
100	0.855	1.28	1.28	0.14
100	0.314	1.67	1.67	0.14
10	1.131	1.31	1.31	0.14
70	0.181	1.68	1.68	0.14
70	0.438	1.6	1.6	0.14
30	0.388	1.45	1.45	0.14
10	3.225	1.03	1.03	0.14
100	0.219	1.73	1.73	0.14
70	0.357	1.46	1.46	0.14
50	0.564	1.24	1.24	0.14
10	5.801	0.73	0.74	0.14
30	0.821	1.66	1.66	0.14
100	0.615	1.33	1.33	0.14
10	2.024	1.35	1.35	0.14
100	0.284	1.58	1.58	0.14
100	0.212	1.53	1.53	0.14
40	1.116	1.23	1.24	0.14
70	1.103	1.47	1.47	0.14
100	0.049	1.81	1.82	0.14
30	1.252	1.55	1.55	0.14
30	2.13	1.15	1.15	0.14
50	0.228	1.54	1.54	0.14
20	1.734	1.47	1.47	0.14
100	0.128	1.69	1.69	0.14
30	2.969	1.31	1.31	0.14
10	3.645	1.1	1.11	0.14
30	1.594	1.42	1.42	0.14
10	1.324	1.2	1.2	0.14
85	0.49	1.43	1.43	0.14
50	0.249	1.56	1.56	0.14
100	0.181	1.47	1.47	0.14
10	1.983	1.17	1.17	0.14
10	3.223	1.23	1.23	0.14
70	0.367	1.62	1.62	0.14
22	1.342	1.36	1.36	0.14
50	0.585	1.45	1.45	0.14
30	0.821	1.51	1.51	0.14
50	1.24	1.31	1.31	0.14
100	0.125	1.64	1.64	0.14
50	0.432	1.41	1.41	0.14
10	1.561	1.15	1.17	0.14
100	0.069	1.72	1.72	0.14
50	0.807	1.63	1.63	0.14
100	0.121	1.57	1.57	0.14
39	1.132	1.35	1.35	0.14
10	4.179	1.07	1.08	0.15
100	0.054	1.63	1.63	0.15
10	2.796	1.43	1.43	0.15
50	0.41	1.44	1.45	0.15
30	3.496	1.25	1.26	0.15
50	0.156	1.59	1.59	0.15
40	0.513	1.51	1.52	0.15
100	0.044	1.69	1.69	0.15
10	2.783	1.2	1.21	0.15
10	2.92	1.24	1.24	0.15
70	0.048	1.6	1.6	0.15
100	0.055	1.75	1.75	0.15
30	0.109	1.66	1.66	0.15
30	2.535	1.3	1.3	0.15
50	0.874	1.46	1.46	0.15
10	1.525	0.86	0.92	0.15
10	4.614	1.18	1.18	0.15
10	2.013	1.31	1.31	0.15
10	1.213	1.39	1.39	0.15
10	1.915	1.22	1.22	0.15
50	1.289	1.45	1.45	0.15
30	1.245	1.31	1.31	0.15
50	0.33	1.41	1.41	0.15
85	0.061	1.59	1.59	0.15
10	1.253	1.13	1.14	0.15
30	4.798	1.04	1.04	0.15
100	0.72	1.62	1.62	0.15
10	1.414	1.26	1.27	0.15
30	1.721	1.41	1.41	0.15
50	0.682	1.45	1.45	0.15
10	1.322	1.33	1.33	0.15
50	0.403	1.44	1.44	0.15
50	0.21	1.53	1.53	0.15
70	0.319	1.47	1.47	0.15
50	0.362	1.49	1.49	0.15
50	1.005	1.55	1.55	0.15
70	0.125	1.58	1.58	0.15
30	1.472	1.55	1.55	0.15
50	0.759	1.61	1.61	0.15
30	1.127	1.36	1.36	0.15
10	2.204	1.07	1.07	0.15
70	0.358	1.57	1.57	0.15
70	0.204	1.65	1.65	0.15
50	0.342	1.61	1.61	0.15
10	0.866	1.4	1.4	0.15
40	0.401	1.65	1.65	0.15
100	0.14	1.63	1.63	0.15
30	1.487	1.31	1.31	0.15
10	8.118	0.74	0.76	0.15
10	1.203	1.35	1.35	0.15
70	0.065	1.7	1.7	0.15
50	0.279	1.66	1.67	0.15
70	0.257	1.53	1.53	0.15
30	1.004	1.41	1.41	0.15
30	1.018	1.46	1.46	0.15
10	1.535	1.4	1.4	0.15
30	2.234	1.19	1.19	0.15
70	2.156	1.24	1.24	0.15
40	0.399	1.61	1.61	0.15
10	3.107	1.09	1.1	0.15
100	0.028	1.53	1.53	0.15
50	0.329	1.57	1.57	0.15
100	0.153	1.63	1.63	0.15
100	0.435	1.62	1.62	0.15
95	1.074	1.25	1.25	0.15
30	1.103	1.45	1.45	0.15
50	0.535	1.63	1.63	0.15
50	1.804	1.29	1.29	0.15
30	1.412	1.48	1.49	0.15
10	2.154	1.28	1.28	0.15
50	0.747	1.47	1.47	0.15
10	1.485	1.16	1.16	0.15
70	0.146	1.58	1.58	0.15
30	3.201	1.1	1.1	0.15
50	1.44	1.35	1.35	0.15
70	0.833	1.32	1.32	0.15
10	4.629	1.03	1.04	0.15
70	0.224	1.55	1.55	0.15
10	6.384	0.71	0.73	0.15
20	2.574	1.28	1.28	0.15
30	1.642	1.4	1.4	0.15
40	0.946	1.57	1.58	0.15
70	1.132	1.47	1.47	0.15
70	0.193	1.77	1.77	0.15
30	2.454	1.32	1.33	0.15
40	2.975	1.39	1.39	0.15
30	2.368	1.3	1.31	0.15
50	0.686	1.59	1.59	0.15
30	2.041	1.44	1.44	0.16
50	0.369	1.56	1.57	0.16
70	0.079	1.65	1.65	0.16
90	0.081	1.64	1.64	0.16
70	0.194	1.43	1.43	0.16
10	3.506	1.28	1.28	0.16
50	0.922	1.55	1.55	0.16
30	3.253	1.21	1.21	0.16
10	2.409	1.44	1.44	0.16
70	0.263	1.57	1.57	0.16
100	0.142	1.64	1.64	0.16
58	0.747	1.53	1.53	0.16
50	0.593	1.57	1.57	0.16
30	3.066	1.35	1.36	0.16
70	0.099	1.43	1.43	0.16
10	2.052	1.26	1.27	0.16
10	1.578	1.42	1.42	0.16
60	0.509	1.45	1.45	0.16
70	0.105	1.65	1.65	0.16
10	1.82	1.24	1.24	0.16
30	0.966	1.59	1.59	0.16
30	2.104	1.27	1.27	0.16
70	0.495	1.47	1.47	0.16
50	0.463	1.59	1.59	0.16
70	0.312	1.48	1.48	0.16
30	1.713	1.44	1.44	0.16
10	1.327	1.48	1.49	0.16
10	1.793	1.45	1.45	0.16
30	1.699	1.47	1.47	0.16
10	2.259	0.99	1	0.16
80	0.313	1.47	1.47	0.16
10	1.344	1.01	1.02	0.16
50	1.776	1.4	1.4	0.16
30	1.399	1.48	1.48	0.16
40	1.226	1.47	1.48	0.16
100	0.21	1.48	1.48	0.16
38	0.805	1.61	1.62	0.16
50	0.486	1.64	1.65	0.16
10	2.806	1.4	1.41	0.16
10	1.916	1.22	1.22	0.16
10	1.614	1.31	1.31	0.16
30	1.199	1.48	1.49	0.16
20	2.308	1.26	1.26	0.16
100	0.397	1.53	1.53	0.16
70	0.398	1.5	1.5	0.16
10	1.334	1.43	1.44	0.16
10	7.41	0.69	0.7	0.16
30	1.675	1.32	1.32	0.16
80	0.258	1.47	1.48	0.16
30	1.347	1.55	1.56	0.16
70	0.413	1.34	1.34	0.16
100	0.592	1.4	1.4	0.16
100	0.074	1.66	1.66	0.16
10	0.658	1.35	1.35	0.16
10	1.504	1.23	1.23	0.16
20	1.169	1.26	1.26	0.16
50	0.809	1.33	1.33	0.16
70	0.304	1.57	1.57	0.16
70	0.215	1.58	1.58	0.16
70	1.334	1.31	1.32	0.16
100	0.201	1.54	1.54	0.16
70	3.677	1.24	1.24	0.16
100	0.207	1.57	1.57	0.16
15	1.204	1.39	1.39	0.16
10	4.279	0.96	0.97	0.16
30	2.232	1.14	1.14	0.16
50	0.92	1.36	1.36	0.16
10	4.391	1.02	1.02	0.16
50	0.918	1.5	1.5	0.16
30	1	1.56	1.56	0.16
50	0.163	1.63	1.63	0.16
50	0.297	1.7	1.7	0.16
50	1.211	1.5	1.5	0.16
70	0.571	1.21	1.22	0.16
70	0.143	1.58	1.58	0.17
100	0.228	1.51	1.51	0.17
30	3.136	1.14	1.14	0.17
10	1.008	1.67	1.67	0.17
70	0.232	1.77	1.77	0.17
30	1.306	1.48	1.49	0.17
100	0.015	1.74	1.75	0.17
70	0.504	1.64	1.64	0.17
90	0.012	1.65	1.65	0.17
50	0.358	1.66	1.66	0.17
30	1.315	1.59	1.59	0.17
10	1.825	1.42	1.42	0.17
30	1.358	1.41	1.41	0.17
100	0.113	1.5	1.5	0.17
10	1.209	1.36	1.36	0.17
30	1.073	1.52	1.52	0.17
36	1.058	1.46	1.46	0.17
50	0.21	1.57	1.57	0.17
30	1.256	1.51	1.51	0.17
50	0.415	1.63	1.63	0.17
10	1.47	1.5	1.5	0.17
10	1.339	1.35	1.35	0.17
10	3.062	1.29	1.3	0.17
100	0.249	1.44	1.44	0.17
50	0.264	1.61	1.61	0.17
30	1.281	1.42	1.42	0.17
10	0.956	1.51	1.51	0.17
50	0.264	1.61	1.61	0.17
70	0.229	1.58	1.58	0.17
35	0.879	1.53	1.53	0.17
10	1.042	1.24	1.24	0.17
100	0.092	1.62	1.63	0.17
30	1.048	1.5	1.5	0.17
50	0.525	1.5	1.5	0.17
30	0.906	1.48	1.49	0.17
100	0.227	1.53	1.54	0.17
50	0.274	1.49	1.49	0.17
10	2.42	1.29	1.3	0.17
75	0.952	1.52	1.52	0.17
100	0.12	1.4	1.4	0.17
70	0.706	1.19	1.19	0.17
100	0.312	1.64	1.64	0.17
57	4.997	0.72	0.72	0.17
20	3.822	1.2	1.2	0.17
10	1.402	1.27	1.28	0.17
30	2.778	1.27	1.27	0.17
50	0.393	1.43	1.43	0.17
70	0.499	1.44	1.44	0.17
30	0.988	1.35	1.35	0.17
70	0.159	1.51	1.51	0.17
30	2.889	1.16	1.16	0.17
70	0.742	1.5	1.5	0.17
100	0.178	1.55	1.55	0.17
30	1.008	1.48	1.48	0.17
70	0.92	1.49	1.49	0.17
70	0.105	1.58	1.58	0.17
30	1.478	1.45	1.45	0.17
20	5.447	1.11	1.11	0.17
30	1.475	1.58	1.58	0.17
30	3.622	1.18	1.19	0.17
70	0.235	1.45	1.45	0.17
62	0.398	1.61	1.61	0.17
30	2.272	1.42	1.42	0.17
10	1.572	1.33	1.33	0.17
10	0.851	1.12	1.13	0.17
50	0.237	1.55	1.55	0.18
100	0.203	1.46	1.47	0.18
70	0.057	1.43	1.43	0.18
100	0.139	1.61	1.61	0.18
30	2.364	1.36	1.36	0.18
10	5.262	1.04	1.05	0.18
22	7.182	0.94	0.94	0.18
30	2.857	1.27	1.27	0.18
30	1.985	1.29	1.3	0.18
60	0.858	1.59	1.59	0.18
10	2.355	1.37	1.38	0.18
10	4.237	1.13	1.14	0.18
100	0.082	1.62	1.62	0.18
30	1.114	1.49	1.49	0.18
30	2.045	1.36	1.37	0.18
50	2.351	1.35	1.35	0.18
10	4.98	0.94	0.95	0.18
50	1.402	1.4	1.4	0.18
57	0.659	1.54	1.54	0.18
40	1.207	1.39	1.4	0.18
50	0.574	1.55	1.56	0.18
10	1.644	1.24	1.25	0.18
30	1.195	1.5	1.51	0.18
30	1.165	1.45	1.45	0.18
50	1.313	1.56	1.56	0.18
50	0.422	1.51	1.51	0.18
70	0.196	1.58	1.58	0.18
100	0.267	1.57	1.57	0.18
50	0.412	1.46	1.46	0.18
70	0.35	1.45	1.45	0.18
70	0.551	1.47	1.47	0.18
70	0.246	1.46	1.46	0.18
30	2.121	1.4	1.4	0.18
30	1.126	1.77	1.78	0.18
70	0.653	1.64	1.64	0.18
70	0.24	1.53	1.53	0.18
10	2.874	1.13	1.13	0.18
30	0.292	1.53	1.53	0.18
100	1.185	1.47	1.47	0.18
100	0.296	1.47	1.47	0.18
30	1.183	1.47	1.47	0.18
50	0.237	1.59	1.59	0.18
10	0.904	1.34	1.34	0.18
70	1.145	1.48	1.49	0.18
50	0.417	1.52	1.52	0.18
10	1.599	1.21	1.22	0.18
30	1.386	1.39	1.39	0.18
10	2.534	1.15	1.16	0.18
70	0.356	1.45	1.45	0.18
40	1.278	1.41	1.41	0.18
50	0.882	1.4	1.41	0.18
30	1.281	1.54	1.54	0.18
10	1.295	1.54	1.54	0.18
50	0.487	1.48	1.48	0.18
30	1.176	1.57	1.57	0.18
100	0.17	1.49	1.49	0.18
70	0.219	1.59	1.59	0.18
70	0.524	1.46	1.46	0.18
100	0.129	1.55	1.55	0.18
50	0.566	1.58	1.58	0.18
10	5.138	0.98	0.99	0.18
50	0.311	1.65	1.66	0.18
10	4.399	1.04	1.04	0.18
90	0.258	1.5	1.5	0.18
50	0.456	1.56	1.56	0.18
50	0.681	1.48	1.49	0.18
10	1.104	1.06	1.08	0.18
30	0.954	1.55	1.55	0.18
30	0.833	1.52	1.52	0.18
50	0.681	1.49	1.49	0.19
30	1.713	1.55	1.55	0.19
70	0.12	1.56	1.56	0.19
50	0.188	1.76	1.76	0.19
50	0.374	1.54	1.54	0.19
100	0.163	1.6	1.6	0.19
100	0.057	1.6	1.6	0.19
20	6.491	0.87	0.87	0.19
30	1.178	1.55	1.55	0.19
50	0.525	1.7	1.7	0.19
100	0.263	1.64	1.64	0.19
30	0.984	1.53	1.53	0.19
30	3.165	1.39	1.39	0.19
60	0.266	1.48	1.48	0.19
70	0.249	1.54	1.55	0.19
30	1.079	1.44	1.44	0.19
10	1.115	0.9	0.95	0.19
30	1.185	1.49	1.49	0.19
100	0.365	1.51	1.51	0.19
50	0.409	1.66	1.66	0.19
10	1.87	1.27	1.28	0.19
100	0.096	1.59	1.59	0.19
50	1.089	1.66	1.66	0.19
30	1.615	1.51	1.51	0.19
30	0.856	1.57	1.57	0.19
70	0.363	1.47	1.47	0.19
70	0.198	1.6	1.6	0.19
10	1.508	1.27	1.28	0.19
30	1.558	1.48	1.48	0.19
100	0.27	1.45	1.45	0.19
50	0.366	1.51	1.51	0.19
50	0.433	1.6	1.6	0.19
30	1.056	1.12	1.13	0.19
10	1.389	1.35	1.36	0.19
50	0.655	1.73	1.73	0.19
60	0.605	1.44	1.44	0.19
70	0.814	1.33	1.33	0.19
30	1.403	1.4	1.4	0.19
50	0.777	1.3	1.3	0.19
50	1.147	1.44	1.44	0.19
50	0.212	1.56	1.56	0.19
50	1.263	1.34	1.34	0.19
70	1.289	1.4	1.4	0.19
80	0.228	1.58	1.58	0.19
30	1.315	1.52	1.52	0.19
50	1.089	1.21	1.21	0.19
100	0.225	1.58	1.58	0.19
40	0.76	1.52	1.52	0.19
100	0.124	1.63	1.63	0.19
10	1.098	1.27	1.27	0.19
10	5.943	1	1	0.19
10	1.107	1.49	1.49	0.19
50	0.312	1.55	1.55	0.19
30	1.389	1.29	1.3	0.19
100	0.077	1.56	1.57	0.19
50	0.452	1.77	1.77	0.19
30	1.413	1.2	1.21	0.19
30	1.114	1.35	1.36	0.19
50	0.408	1.59	1.59	0.19
50	0.292	1.5	1.5	0.19
100	0.159	1.7	1.7	0.19
10	5.361	0.86	0.86	0.19
10	1.085	1.3	1.3	0.19
30	0.9	1.52	1.52	0.19
100	0.189	1.47	1.47	0.19
10	2.442	1.42	1.43	0.19
30	1.951	1.43	1.44	0.19
30	1.781	1.45	1.45	0.19
100	0.206	1.64	1.64	0.19
50	0.465	1.55	1.55	0.19
10	1.794	1.25	1.28	0.2
50	0.406	1.72	1.72	0.2
70	4.2	1.01	1.02	0.2
70	0.103	1.66	1.66	0.2
30	2.144	1.25	1.25	0.2
30	1.571	1.5	1.5	0.2
90	0.182	1.61	1.61	0.2
30	3.165	1.3	1.31	0.2
50	0.54	1.42	1.42	0.2
100	0.64	1.26	1.26	0.2
90	0.7	1.3	1.3	0.2
100	0.304	1.34	1.34	0.2
100	0.197	1.34	1.35	0.2
10	3.105	1.14	1.14	0.2
100	0.074	1.61	1.61	0.2
30	2.188	1.25	1.25	0.2
50	1.177	1.53	1.53	0.2
10	1.866	1.16	1.17	0.2
10	2.249	1.29	1.3	0.2
30	1.281	1.31	1.32	0.2
10	1.02	1.7	1.7	0.2
30	1.423	1.44	1.46	0.2
100	0.201	1.52	1.52	0.2
70	1.396	1.18	1.18	0.2
30	1.568	1.55	1.55	0.2
70	0.151	1.64	1.65	0.2
60	0.914	1.42	1.42	0.2
70	0.359	1.5	1.5	0.2
100	0.349	1.48	1.48	0.2
10	1.172	1.25	1.26	0.2
10	1.102	1.26	1.26	0.2
10	2.555	1.2	1.2	0.2
30	2.188	1.29	1.29	0.2
50	0.614	1.47	1.47	0.2
30	2.025	1.28	1.28	0.2
30	1.576	1.22	1.22	0.2
30	0.96	1.56	1.56	0.2
100	0.09	1.64	1.64	0.2
50	0.258	1.55	1.55	0.2
50	0.996	1.48	1.48	0.2
10	3.042	1.19	1.2	0.2
50	0.769	1.54	1.54	0.2
10	5.347	0.92	0.92	0.2
100	0.587	1.46	1.46	0.2
10	1.769	1.1	1.1	0.2
70	0.5	1.71	1.71	0.2
30	1.411	1.32	1.32	0.2
100	0.054	1.57	1.57	0.2
30	1.65	1.04	1.05	0.2
10	6.995	0.74	0.75	0.2
10	1.096	1.26	1.28	0.2
30	3.301	1.43	1.43	0.2
30	2.138	1.28	1.29	0.2
10	1.859	1.3	1.31	0.2
50	0.37	1.54	1.54	0.2
10	3.373	1.13	1.13	0.2
30	1.074	1.39	1.39	0.2
10	4.691	1.08	1.08	0.21
10	4.388	0.99	0.99	0.21
70	0.196	1.72	1.72	0.21
90	0.144	1.72	1.72	0.21
100	0.232	1.6	1.6	0.21
30	1.625	1.35	1.35	0.21
70	0.212	1.61	1.61	0.21
100	0.075	1.7	1.7	0.21
10	6.294	1.09	1.1	0.21
50	1.954	1.47	1.47	0.21
70	0.711	1.59	1.6	0.21
30	4.694	1.26	1.27	0.21
70	0.407	1.35	1.35	0.21
50	0.58	1.46	1.46	0.21
50	0.667	1.52	1.52	0.21
100	0.443	1.53	1.53	0.21
70	1.446	1.36	1.37	0.21
40	1.342	1.56	1.56	0.21
70	0.673	1.39	1.39	0.21
50	0.452	1.52	1.52	0.21
30	1.425	1.48	1.48	0.21
60	0.307	1.46	1.46	0.21
70	0.194	1.53	1.53	0.21
100	0.131	1.56	1.56	0.21
10	1.613	1.34	1.35	0.21
70	1.1	1.5	1.5	0.21
50	0.452	1.51	1.52	0.21
10	1.317	1.15	1.18	0.21
50	1.015	1.61	1.61	0.21
10	1.867	1	1.01	0.21
30	1.376	1.4	1.4	0.21
30	1.18	1.39	1.39	0.21
50	0.597	1.47	1.47	0.21
30	2.462	1.32	1.32	0.21
30	1.378	1.55	1.55	0.21
10	1.351	1.24	1.24	0.21
10	1.922	1.2	1.21	0.21
30	1.138	1.58	1.58	0.21
10	2.252	1.24	1.24	0.21
30	2.119	1.23	1.24	0.21
50	0.36	1.67	1.67	0.21
30	1.099	1.49	1.49	0.21
30	1.251	1.39	1.4	0.21
70	0.188	1.8	1.81	0.21
30	1.141	1.47	1.47	0.21
30	2.153	1.41	1.41	0.21
10	1.211	1.2	1.21	0.21
30	1.333	1.36	1.36	0.21
100	0.233	1.64	1.64	0.21
50	0.172	1.65	1.65	0.21
30	1.164	1.56	1.57	0.21
70	1.533	1.37	1.37	0.21
10	1.199	1.28	1.29	0.21
10	0.873	1.5	1.51	0.21
100	0.246	1.54	1.54	0.21
50	1.126	1.31	1.31	0.21
30	2.113	1.39	1.4	0.21
50	0.416	1.44	1.44	0.21
100	0.134	1.58	1.58	0.21
70	0.186	1.66	1.66	0.21
100	0.168	1.58	1.59	0.21
100	0.141	1.53	1.53	0.21
70	2.546	1.27	1.27	0.21
10	2.634	1.09	1.1	0.21
30	1.61	1.43	1.43	0.21
50	1.394	1.42	1.43	0.21
30	1.34	1.45	1.45	0.21
30	0.976	1.2	1.21	0.21
10	1.168	1.35	1.35	0.21
30	4.043	1.26	1.26	0.22
50	0.514	1.45	1.45	0.22
50	0.043	1.63	1.63	0.22
50	0.81	1.64	1.64	0.22
70	0.08	1.81	1.81	0.22
70	0.181	1.6	1.6	0.22
50	0.262	1.67	1.67	0.22
10	1.573	1.36	1.37	0.22
10	3.176	1.16	1.16	0.22
70	0.106	1.49	1.49	0.22
10	1.718	1.31	1.31	0.22
30	2.905	1.3	1.3	0.22
50	1.086	1.59	1.6	0.22
70	0.267	1.75	1.75	0.22
50	0.44	1.7	1.7	0.22
10	1.078	1.4	1.4	0.22
50	0.095	1.67	1.67	0.22
70	0.245	1.61	1.61	0.22
30	1.686	1.38	1.38	0.22
30	1.79	1.39	1.4	0.22
100	0.171	1.54	1.55	0.22
30	1.471	1.46	1.46	0.22
50	1.147	1.42	1.42	0.22
20	1.708	1.52	1.52	0.22
100	0.764	1.44	1.44	0.22
10	1.691	1.05	1.06	0.22
30	1.161	1.34	1.35	0.22
10	6.386	0.92	0.93	0.22
10	1.651	1.24	1.25	0.22
20	1.402	1.6	1.6	0.22
10	5.732	0.97	0.97	0.22
50	0.489	1.53	1.53	0.22
70	0.705	1.55	1.55	0.22
30	1.016	1.4	1.4	0.22
70	0.463	1.42	1.42	0.22
50	0.289	1.62	1.63	0.22
20	1.816	1.3	1.3	0.22
100	1.486	1.27	1.27	0.22
30	0.709	1.55	1.56	0.22
42	0.649	1.63	1.63	0.22
10	0.748	1.34	1.36	0.22
70	0.175	1.58	1.58	0.22
30	1.099	1.52	1.53	0.22
100	0.303	1.47	1.47	0.22
50	1.004	1.49	1.49	0.22
50	0.688	1.35	1.36	0.22
50	0.42	1.5	1.51	0.22
30	1.691	1.35	1.36	0.22
50	0.662	1.49	1.49	0.22
50	0.6	1.5	1.5	0.22
10	2.163	1.12	1.12	0.22
70	0.202	1.6	NA	0.22
10	7.483	0.87	0.88	0.22
30	0.914	1.52	1.52	0.22
50	0.241	1.52	1.52	0.23
40	1.427	1.45	1.46	0.23
10	2.469	1.47	1.47	0.23
70	0.114	1.47	1.47	0.23
30	3.822	1.28	1.28	0.23
10	2.739	1.16	1.16	0.23
70	0.032	1.61	1.62	0.23
30	7.672	0.91	0.91	0.23
30	0.787	1.6	1.61	0.23
10	2.392	1.18	1.18	0.23
40	0.115	1.61	1.61	0.23
80	0.875	0.93	0.93	0.23
50	1.504	1.4	1.4	0.23
70	0.312	1.5	1.5	0.23
10	3.3	0.98	0.98	0.23
100	0.081	1.68	1.68	0.23
90	0.129	1.62	1.62	0.23
15	2.14	1.35	1.35	0.23
60	1.973	1.34	1.34	0.23
30	1.399	1.56	1.56	0.23
63	0.416	1.6	1.6	0.23
10	1.195	1.36	1.36	0.23
70	0.226	1.55	1.56	0.23
100	0.097	1.62	1.62	0.23
50	0.239	1.54	1.54	0.23
30	1.293	1.51	1.52	0.23
30	1.071	1.48	1.48	0.23
30	1.764	1.4	1.4	0.23
70	0.334	1.41	1.41	0.23
10	2.572	0.92	0.92	0.23
20	0.969	1.36	1.37	0.23
50	0.137	1.54	1.54	0.23
10	1.182	1.27	1.28	0.23
100	0.205	1.4	1.4	0.23
10	3.166	1.15	1.16	0.23
10	2.85	1.1	1.1	0.23
50	0.193	1.36	1.36	0.23
50	0.409	1.51	1.51	0.23
10	1.114	1.2	1.21	0.23
30	1.238	1.42	1.42	0.23
50	0.351	1.6	1.6	0.23
50	0.368	1.53	1.53	0.23
30	1.026	1.37	1.37	0.23
70	0.692	1.54	1.54	0.23
50	0.076	1.54	1.54	0.23
70	0.049	1.6	1.61	0.23
30	3.588	1.21	1.21	0.23
30	1.547	1.39	1.39	0.23
30	1.337	1.48	1.48	0.23
70	0.237	1.42	1.42	0.23
10	1.269	1.6	1.6	0.23
100	0.104	1.59	1.59	0.23
30	0.994	1.4	1.4	0.23
18	2.718	1.15	1.15	0.23
10	1.468	1.4	1.4	0.23
70	0.207	1.53	1.53	0.23
30	1.013	1.45	1.45	0.23
10	3.643	0.94	0.95	0.23
36	0.871	1.54	1.55	0.23
70	0.345	1.54	1.55	0.23
100	0.089	1.81	1.81	0.23
70	0.112	1.75	1.76	0.23
10	2.4	1.09	1.1	0.23
70	0.2	1.57	1.57	0.23
30	1.425	1.52	1.52	0.24
100	0.047	1.41	1.41	0.24
10	2.79	1.42	1.42	0.24
100	0.102	1.59	1.6	0.24
10	3.104	0.96	0.96	0.24
10	2.964	1.19	1.2	0.24
100	3.411	0.55	0.55	0.24
10	2.37	1.3	1.31	0.24
50	0.756	1.46	1.46	0.24
10	1.634	1.33	1.34	0.24
30	1.906	1.49	1.49	0.24
83	0.143	1.64	1.64	0.24
10	1.519	1.2	1.21	0.24
30	1.26	1.47	1.48	0.24
10	1.25	1.31	1.32	0.24
30	1.726	1.3	1.31	0.24
100	0.083	1.7	1.7	0.24
10	2.035	1.5	1.51	0.24
50	0.782	1.31	1.31	0.24
70	0.785	1.64	1.64	0.24
80	0.239	1.73	1.73	0.24
50	0.742	1.46	1.46	0.24
100	0.171	1.49	1.49	0.24
10	2.049	1.34	1.34	0.24
30	1.608	1.43	1.44	0.24
10	2.646	1.16	1.17	0.24
85	0.455	1.51	1.52	0.24
30	1.052	1.58	1.58	0.24
70	0.078	1.76	1.76	0.24
50	0.728	1.57	1.58	0.24
70	0.377	1.59	1.59	0.24
10	3.002	1.26	1.26	0.24
100	0.169	1.39	1.39	0.24
100	0.295	1.5	1.5	0.24
10	1.67	1.36	1.37	0.24
10	1.288	1.13	1.14	0.24
10	1.983	1.09	1.09	0.24
30	1.873	1.29	1.3	0.24
100	0.14	1.59	1.6	0.24
10	6.031	0.99	0.99	0.24
10	3.346	1.05	1.05	0.24
70	1.074	1.6	1.61	0.24
70	0.257	1.54	1.55	0.24
10	3.678	0.92	0.93	0.25
50	1.468	1.43	1.44	0.25
50	0.187	1.57	1.57	0.25
70	0.072	1.68	1.69	0.25
100	0.59	1.82	1.82	0.25
50	3.618	1.42	1.43	0.25
10	5.811	0.95	0.95	0.25
100	0.046	1.56	1.56	0.25
10	3.012	1.41	1.41	0.25
30	0.779	1.57	1.58	0.25
70	0.456	1.51	1.52	0.25
50	2.78	1.41	1.41	0.25
30	1.012	1.53	1.54	0.25
20	1.226	1.55	1.55	0.25
50	0.542	1.48	1.48	0.25
10	1.57	1.5	1.5	0.25
10	1.638	1.19	1.2	0.25
50	0.452	1.68	1.68	0.25
50	0.471	1.52	1.52	0.25
5	3.97	1.21	1.21	0.25
50	0.336	1.67	1.67	0.25
10	1.169	1.32	1.32	0.25
30	1.332	1.31	1.32	0.25
37	1.112	1.47	1.47	0.25
50	0.307	1.62	1.62	0.25
70	0.114	1.64	1.64	0.25
10	1.206	1.36	1.37	0.25
30	1.172	1.58	1.58	0.25
55	0.314	1.64	1.64	0.25
30	1.144	1.5	1.51	0.25
70	0.339	1.38	1.38	0.25
50	1.077	1.46	1.46	0.25
10	2.073	1.1	1.11	0.25
30	1.41	1.18	1.18	0.25
50	0.431	1.53	1.53	0.25
10	3.964	1.13	1.13	0.25
30	4.597	1.13	1.13	0.25
50	0.293	1.64	1.64	0.25
100	0.184	1.48	1.49	0.25
50	0.99	1.67	1.68	0.25
100	0.259	1.45	1.46	0.25
30	2.005	1.32	1.32	0.25
30	1.701	1.47	1.47	0.26
70	0.779	1.31	1.32	0.26
30	2.532	1.44	1.45	0.26
10	6.023	1.1	1.11	0.26
80	0.051	1.57	1.57	0.26
100	0.702	1.64	1.64	0.26
30	2.031	1.39	1.41	0.26
50	2.806	1.36	1.36	0.26
10	2.617	1.09	1.1	0.26
100	0.155	1.87	1.87	0.26
70	0.068	1.37	1.37	0.26
30	1.748	1.22	1.22	0.26
